amount,log_amount,amount_zscore,amount_vs_user_avg,amount_vs_user_std,is_high_amount,is_very_high_amount,user_tx_count,user_tx_last_hour,user_tx_last_day,velocity_ratio,hour,day_of_week,is_weekend,is_night,is_business_hours,merchant_risk_score,is_high_risk_location,is_high_risk_category,is_new_merchant,amount_x_merchant_risk,amount_x_night,is_fraud,user_id,merchant,category,location
1037.77,6.9458,1.9694,4.6987,3.9859,1,0,82,15,10,1.1596,3,3,0,1,0,0.8335,1,1,0,1.6415,1.9694,0,USR-0061,Wire Transfer Co,gambling,offshore
401.49,5.9977,0.3787,-0.2516,-0.0394,0,0,31,9,7,0.536,6,3,0,0,0,0.01,0,0,0,0.0038,0.0,0,USR-0127,Starbucks,retail,"Austin, US"
1794.27,7.4929,3.8607,-0.6041,-3.7945,1,0,185,6,7,2.4266,7,1,0,0,0,0.6938,0,0,1,2.6786,0.0,0,USR-0105,Wire Transfer Co,food,"Austin, US"
150.41,5.02,-0.249,2.2828,0.3838,0,0,125,6,6,0.6002,10,5,1,0,0,0.7319,1,1,0,-0.1822,-0.0,0,USR-0167,Casino Royal,crypto,anonymous
825.65,6.7174,1.4391,0.2049,0.4491,0,0,127,6,4,1.2031,0,2,0,1,0,0.5571,0,1,0,0.8017,1.4391,0,USR-0001,Wire Transfer Co,travel,"New York, US"
2231.74,7.711,4.9544,2.0169,-1.2314,1,0,220,5,8,1.2939,4,3,0,1,0,0.41,0,1,1,2.0313,4.9544,0,USR-0131,Walmart,travel,"New York, US"
1198.78,7.0899,2.372,0.3029,0.0262,1,0,132,3,5,0.6829,4,4,0,1,0,0.3875,0,0,1,0.9192,2.372,0,USR-0092,McDonald's,healthcare,"Chicago, US"
613.11,6.4202,0.9078,0.7226,-1.7884,0,0,183,3,5,1.2427,7,4,0,0,0,0.4023,1,1,1,0.3652,0.0,0,USR-0190,Starbucks,crypto,Unknown Location
1032.19,6.9404,1.9555,4.0418,-0.2967,1,0,34,15,13,1.3507,9,0,0,0,1,0.3051,1,0,0,0.5966,0.0,0,USR-0191,Walmart,food,offshore
1331.01,7.1944,2.7025,-5.1463,4.5084,1,0,211,15,8,0.8484,1,1,0,1,0,0.309,0,0,0,0.8351,2.7025,1,USR-0113,Netflix,utilities,"Seattle, US"
1291.02,7.164,2.6026,1.0439,7.3655,1,0,35,1,11,2.2096,0,2,0,1,0,0.3103,1,0,0,0.8076,2.6026,0,USR-0153,Shell Gas,healthcare,anonymous
144.25,4.9785,-0.2644,3.8967,-0.55,0,0,108,15,19,1.1504,10,0,0,0,1,0.8516,0,1,0,-0.2252,-0.0,0,USR-0056,Casino Royal,travel,"San Francisco, US"
372.24,5.9222,0.3056,-1.4008,0.2727,0,0,64,15,15,0.7859,13,6,1,0,0,0.1399,0,1,1,0.0428,0.0,0,USR-0161,Target,travel,"New York, US"
612.83,6.4197,0.9071,-0.0089,-0.4088,0,0,44,1,5,2.5765,2,1,0,1,0,0.5213,0,1,1,0.4729,0.9071,0,USR-0166,Uber,crypto,"Chicago, US"
1594.56,7.375,3.3614,4.3129,2.6442,1,0,100,12,21,2.8144,0,1,0,1,0,0.2868,1,0,0,0.964,3.3614,0,USR-0117,McDonald's,utilities,offshore
1450.49,7.2803,3.0012,3.2229,0.4802,1,0,226,15,11,0.947,2,3,0,1,0,0.1932,0,1,0,0.5798,3.0012,0,USR-0134,Uber,crypto,"New York, US"
788.12,6.6709,1.3453,1.5373,-1.5056,0,0,69,2,4,1.2274,1,1,0,1,0,0.0957,0,0,1,0.1287,1.3453,0,USR-0058,Netflix,food,"Chicago, US"
299.04,5.7039,0.1226,0.9761,0.8608,0,0,50,1,8,0.5841,13,1,0,0,1,0.1066,0,0,0,0.0131,0.0,0,USR-0044,McDonald's,retail,"San Francisco, US"
1305.51,7.1751,2.6388,-1.9169,-2.4628,1,0,28,5,11,1.8154,0,1,0,1,0,0.01,0,0,0,0.0264,2.6388,0,USR-0173,McDonald's,clothing,"Chicago, US"
172.52,5.1563,-0.1937,-0.1201,-0.5012,0,0,119,15,21,0.5223,8,5,1,0,0,0.01,0,1,1,-0.0019,-0.0,0,USR-0160,Amazon,electronics,"Austin, US"
514.89,6.2459,0.6622,3.6783,1.5157,0,0,91,13,20,2.0557,22,1,0,0,0,0.5027,1,0,0,0.3329,0.0,0,USR-0173,McDonald's,healthcare,offshore
514.44,6.245,0.6611,5.6288,-0.2036,0,0,48,15,13,1.395,12,0,0,0,1,0.7467,0,0,0,0.4936,0.0,0,USR-0061,Unknown Vendor,clothing,"San Francisco, US"
1530.56,7.334,3.2014,-1.1836,-1.8671,1,0,213,15,13,1.82,12,5,1,0,0,0.1847,0,1,1,0.5913,0.0,0,USR-0047,Walmart,travel,"San Francisco, US"
601.41,6.4009,0.8785,-1.891,-1.1158,0,0,45,3,9,1.8404,1,0,0,1,0,0.3677,0,1,1,0.323,0.8785,0,USR-0149,Walmart,travel,"Seattle, US"
573.64,6.3537,0.8091,0.7415,-1.6521,0,0,79,15,4,1.933,3,0,0,1,0,0.8149,1,1,0,0.6593,0.8091,0,USR-0080,CryptoBridge,gambling,offshore
649.0,6.477,0.9975,-1.2133,-5.2547,0,0,211,15,15,0.5446,0,6,1,1,0,0.2568,0,0,1,0.2562,0.9975,0,USR-0118,Starbucks,clothing,"Austin, US"
1160.97,7.0579,2.2774,0.6893,0.0612,1,0,86,4,4,1.0403,10,0,0,0,1,0.2331,0,1,1,0.5309,0.0,0,USR-0164,Uber,crypto,"Austin, US"
647.69,6.475,0.9942,-0.2918,1.5181,0,0,36,2,7,0.8807,2,0,0,1,0,0.2637,1,1,1,0.2622,0.9942,1,USR-0147,Amazon,crypto,anonymous
1225.85,7.1122,2.4396,0.4662,-3.5957,1,0,268,15,9,0.7926,5,1,0,1,0,0.3139,0,0,1,0.7658,2.4396,0,USR-0020,McDonald's,clothing,"New York, US"
604.16,6.4055,0.8854,-3.8658,0.8252,0,0,158,6,22,0.8949,1,5,1,1,0,0.8761,1,1,1,0.7757,0.8854,1,USR-0185,Unknown Vendor,crypto,anonymous
561.39,6.3322,0.7785,3.7207,2.5319,0,0,42,15,14,1.1175,0,2,0,1,0,0.99,0,1,0,0.7707,0.7785,0,USR-0146,CryptoBridge,travel,"Chicago, US"
1358.41,7.2148,2.771,2.6559,-1.7901,1,0,29,3,8,0.5212,4,4,0,1,0,0.01,0,1,1,0.0277,2.771,0,USR-0047,Netflix,crypto,"Chicago, US"
117.69,4.7765,-0.3308,-3.6863,4.5413,0,0,168,15,5,0.9096,5,2,0,1,0,0.569,0,0,0,-0.1882,-0.3308,1,USR-0049,PawnShop Plus,retail,"San Francisco, US"
1280.57,7.1558,2.5764,0.9589,-0.2286,1,0,77,9,3,0.9714,3,0,0,1,0,0.01,0,0,0,0.0258,2.5764,0,USR-0014,McDonald's,retail,"Seattle, US"
3119.27,8.0457,7.1732,4.5828,3.0243,1,0,91,14,16,1.239,1,0,0,1,0,0.1706,1,1,0,1.2237,7.1732,0,USR-0143,Starbucks,travel,anonymous
715.42,6.5743,1.1635,-2.1928,1.6102,0,0,68,0,13,0.7208,11,5,1,0,0,0.0791,0,1,0,0.092,0.0,1,USR-0159,Shell Gas,crypto,"San Francisco, US"
753.51,6.6261,1.2588,1.5128,-0.1012,0,0,86,7,14,1.8477,2,2,0,1,0,0.6128,0,1,0,0.7714,1.2588,0,USR-0001,Unknown Vendor,travel,"Chicago, US"
1530.13,7.3338,3.2003,0.5687,2.1102,1,0,84,11,7,0.9107,2,4,0,1,0,0.99,1,1,1,3.1683,3.2003,1,USR-0117,Casino Royal,crypto,anonymous
551.45,6.3144,0.7536,3.5697,-5.0944,0,0,77,7,13,0.8025,7,6,1,0,0,0.01,0,0,1,0.0075,0.0,0,USR-0054,Amazon,healthcare,"New York, US"
808.09,6.6959,1.3952,-0.4109,1.3108,0,0,131,4,11,1.6436,0,1,0,1,0,0.01,1,0,1,0.014,1.3952,0,USR-0118,Starbucks,clothing,anonymous
1535.02,7.3369,3.2125,-0.1452,-3.7479,1,0,144,15,24,2.2653,3,6,1,1,0,0.01,0,0,1,0.0321,3.2125,0,USR-0003,Walmart,healthcare,"Austin, US"
436.41,6.0809,0.466,2.4642,0.4691,0,0,78,10,10,3.948,0,1,0,1,0,0.5909,0,1,0,0.2754,0.466,0,USR-0144,PawnShop Plus,crypto,"Austin, US"
1110.89,7.0138,2.1522,0.9061,2.3918,1,0,106,15,13,0.6329,6,5,1,0,0,0.01,0,0,0,0.0215,0.0,0,USR-0185,McDonald's,clothing,"New York, US"
329.08,5.7993,0.1977,0.0932,0.1066,0,0,70,1,7,0.9654,10,3,0,0,1,0.3309,1,0,0,0.0654,0.0,0,USR-0012,Amazon,healthcare,Unknown Location
609.29,6.4139,0.8982,2.0857,-1.4618,0,0,115,1,15,0.719,3,0,0,1,0,0.1166,0,0,0,0.1047,0.8982,0,USR-0074,McDonald's,food,"Austin, US"
875.33,6.7757,1.5633,1.8336,-1.7139,0,0,41,0,14,0.9033,0,4,0,1,0,0.3508,0,1,1,0.5484,1.5633,0,USR-0016,Walmart,travel,"Austin, US"
1042.76,6.9506,1.9819,5.0556,1.4449,1,0,64,8,5,0.9808,13,2,0,0,1,0.0847,1,0,0,0.1679,0.0,0,USR-0200,McDonald's,food,Unknown Location
313.41,5.7507,0.1585,1.1356,2.3916,0,0,39,0,11,1.8412,14,3,0,0,1,0.3277,1,0,0,0.0519,0.0,0,USR-0102,Netflix,clothing,Unknown Location
1492.43,7.3088,3.1061,-0.2456,-2.0468,1,0,86,3,4,2.0809,21,1,0,0,0,0.8908,0,0,1,2.7669,0.0,1,USR-0152,Casino Royal,healthcare,"Seattle, US"
1883.18,7.5412,4.083,4.4384,0.6222,1,0,135,11,4,0.7938,9,1,0,0,1,0.4279,1,1,0,1.7471,0.0,0,USR-0156,Walmart,travel,anonymous
314.03,5.7527,0.1601,3.3672,0.0944,0,0,22,15,28,0.8334,1,1,0,1,0,0.99,1,1,0,0.1585,0.1601,0,USR-0117,CryptoBridge,crypto,Unknown Location
923.45,6.8292,1.6836,-1.7979,-1.6512,0,0,227,15,13,0.5737,18,1,0,0,0,0.1445,0,1,1,0.2433,0.0,0,USR-0008,Target,crypto,"San Francisco, US"
1293.23,7.1657,2.6081,1.1411,-2.589,1,0,36,6,4,3.1029,1,1,0,1,0,0.635,1,1,1,1.6561,2.6081,0,USR-0122,PawnShop Plus,electronics,Unknown Location
1334.43,7.197,2.7111,5.0608,1.8647,1,0,221,2,4,1.6342,6,5,1,0,0,0.1065,1,0,0,0.2887,0.0,0,USR-0092,Netflix,clothing,offshore
1002.86,6.9116,1.8822,1.7354,2.8875,1,0,156,12,19,1.7727,8,1,0,0,0,0.1315,1,0,0,0.2475,0.0,0,USR-0164,Walmart,utilities,anonymous
429.58,6.0651,0.449,3.0363,0.4357,0,0,27,6,13,0.7862,21,3,0,0,0,0.01,0,0,0,0.0045,0.0,0,USR-0090,Uber,utilities,"Austin, US"
295.96,5.6936,0.1149,-2.6339,-0.4706,0,0,75,7,12,0.9578,6,6,1,0,0,0.01,1,0,0,0.0011,0.0,0,USR-0136,Walmart,clothing,Unknown Location
1487.44,7.3055,3.0936,-1.4957,-0.9767,1,0,92,8,7,0.5164,16,1,0,0,1,0.4143,0,1,1,1.2817,0.0,0,USR-0186,Target,travel,"San Francisco, US"
623.48,6.4369,0.9337,-1.9902,-0.2613,0,0,107,1,22,0.8945,2,2,0,1,0,0.889,1,0,1,0.8301,0.9337,1,USR-0060,Casino Royal,clothing,anonymous
276.17,5.6246,0.0654,-1.6261,0.8804,0,0,68,4,24,1.1959,2,6,1,1,0,0.2911,0,0,0,0.019,0.0654,0,USR-0178,Amazon,utilities,"San Francisco, US"
2882.02,7.9666,6.58,0.6411,-0.691,1,0,182,15,4,2.8804,2,4,0,1,0,0.0338,0,1,1,0.2224,6.58,0,USR-0028,McDonald's,crypto,"Austin, US"
581.68,6.3676,0.8292,2.191,-2.0353,0,0,36,14,21,1.2254,14,4,0,0,1,0.4118,0,0,0,0.3415,0.0,0,USR-0101,Starbucks,healthcare,"San Francisco, US"
1448.13,7.2787,2.9953,2.8848,-2.3228,1,0,129,5,11,1.0658,12,0,0,0,1,0.178,0,0,1,0.5332,0.0,0,USR-0041,Target,food,"Seattle, US"
610.98,6.4167,0.9024,0.7491,0.921,0,0,104,1,8,0.9888,15,2,0,0,1,0.4017,0,0,0,0.3625,0.0,0,USR-0192,Starbucks,clothing,"Seattle, US"
2550.64,7.8445,5.7516,-2.0398,-1.6412,1,0,101,15,5,1.0951,6,5,1,0,0,0.0505,0,0,1,0.2905,0.0,0,USR-0155,Uber,clothing,"Austin, US"
609.36,6.414,0.8984,4.6515,0.8839,0,0,55,15,11,1.6809,21,1,0,0,0,0.6599,1,0,0,0.5929,0.0,0,USR-0191,PawnShop Plus,healthcare,Unknown Location
345.67,5.8484,0.2392,-2.0902,-3.3089,0,0,64,2,10,1.8101,6,6,1,0,0,0.0713,0,0,0,0.0171,0.0,0,USR-0145,Netflix,food,"Austin, US"
1575.5,7.363,3.3138,1.9359,-1.904,1,0,59,15,15,1.6482,8,3,0,0,0,0.895,0,0,1,2.9659,0.0,0,USR-0161,CryptoBridge,food,"Seattle, US"
992.88,6.9016,1.8572,1.8543,0.9316,0,0,94,5,10,0.6245,2,2,0,1,0,0.5311,1,0,0,0.9864,1.8572,0,USR-0157,Netflix,healthcare,offshore
709.04,6.5653,1.1476,1.2933,0.1335,0,0,30,2,3,0.5669,6,3,0,0,0,0.4486,0,0,1,0.5148,0.0,0,USR-0141,Uber,retail,"New York, US"
1674.09,7.4236,3.5602,1.1921,2.0938,1,0,105,4,8,1.0755,6,3,0,0,0,0.5265,1,0,0,1.8744,0.0,0,USR-0046,Target,clothing,anonymous
3693.39,8.2146,8.6085,4.2105,3.0436,1,0,96,10,7,0.668,12,2,0,0,1,0.2369,0,1,0,2.0394,0.0,0,USR-0035,Shell Gas,gambling,"San Francisco, US"
1068.56,6.975,2.0464,1.0263,-2.8151,1,0,81,15,24,1.4826,11,1,0,0,1,0.01,0,1,1,0.0205,0.0,0,USR-0134,Uber,electronics,"New York, US"
1017.92,6.9265,1.9198,-4.7008,3.679,1,0,179,15,15,1.0253,7,0,0,0,0,0.4438,1,0,0,0.852,0.0,1,USR-0082,Shell Gas,healthcare,offshore
3373.68,8.1241,7.8092,1.7115,-3.7538,1,0,179,10,11,1.6926,2,6,1,1,0,0.01,1,0,0,0.0781,7.8092,0,USR-0115,Walmart,utilities,anonymous
449.69,6.1108,0.4992,2.8489,-2.308,0,0,118,15,10,1.3896,8,1,0,0,0,0.5773,1,0,0,0.2882,0.0,0,USR-0197,Casino Royal,utilities,Unknown Location
1160.52,7.0575,2.2763,1.0085,3.9475,1,0,187,4,3,1.1084,3,1,0,1,0,0.4338,1,0,0,0.9875,2.2763,0,USR-0047,Amazon,food,Unknown Location
530.66,6.276,0.7016,-0.1449,0.9415,0,0,140,6,13,0.7816,9,3,0,0,1,0.01,1,0,0,0.007,0.0,0,USR-0153,Uber,clothing,Unknown Location
401.05,5.9966,0.3776,-0.7532,-5.5119,0,0,208,15,6,0.8527,5,5,1,1,0,0.1932,0,0,1,0.073,0.3776,0,USR-0194,Starbucks,utilities,"Austin, US"
539.82,6.2931,0.7246,-2.9999,1.2405,0,0,144,5,9,1.3191,9,2,0,0,1,0.3554,0,1,0,0.2575,0.0,1,USR-0010,Target,gambling,"Seattle, US"
1099.48,7.0035,2.1237,-1.2756,0.8798,1,0,48,4,11,0.5789,5,1,0,1,0,0.637,1,0,1,1.3528,2.1237,1,USR-0056,PawnShop Plus,healthcare,anonymous
518.8,6.2534,0.672,2.973,-1.0875,0,0,172,0,6,1.2592,10,2,0,0,1,0.3645,0,0,1,0.2449,0.0,0,USR-0030,Amazon,utilities,"Austin, US"
1201.14,7.0919,2.3779,0.3608,0.8397,1,0,80,2,7,1.0501,6,3,0,0,0,0.3407,0,1,1,0.8102,0.0,0,USR-0109,McDonald's,crypto,"San Francisco, US"
332.11,5.8085,0.2053,-1.0841,0.5627,0,0,158,15,19,1.1542,6,6,1,0,0,0.722,0,0,0,0.1482,0.0,0,USR-0005,Wire Transfer Co,clothing,"San Francisco, US"
229.93,5.4421,-0.0502,2.2326,1.1447,0,0,35,15,21,2.3291,6,3,0,0,0,0.5604,0,0,0,-0.0281,-0.0,0,USR-0119,CryptoBridge,utilities,"Austin, US"
157.73,5.0672,-0.2307,-1.1706,3.6071,0,0,33,11,6,0.714,3,2,0,1,0,0.3878,1,0,0,-0.0895,-0.2307,1,USR-0033,Netflix,healthcare,offshore
315.82,5.7583,0.1645,4.1423,-3.4548,0,0,54,3,14,2.1218,2,5,1,1,0,0.3242,1,0,1,0.0533,0.1645,0,USR-0118,Netflix,utilities,Unknown Location
684.94,6.5308,1.0874,-0.0119,-0.0843,0,0,30,8,13,1.2299,2,3,0,1,0,0.1448,0,1,1,0.1575,1.0874,0,USR-0065,Uber,gambling,"Austin, US"
1122.12,7.0239,2.1803,2.5011,3.2257,1,0,238,9,9,0.5638,8,4,0,0,0,0.01,1,1,1,0.0218,0.0,0,USR-0146,Amazon,gambling,offshore
986.86,6.8955,1.8422,-1.5888,0.2316,0,0,255,15,8,0.7885,5,0,0,1,0,0.741,0,0,1,1.3651,1.8422,0,USR-0177,Casino Royal,clothing,"Chicago, US"
1206.25,7.0961,2.3906,-0.7734,1.0909,1,0,93,15,8,1.2724,11,5,1,0,0,0.0269,0,1,1,0.0643,0.0,0,USR-0011,McDonald's,crypto,"Austin, US"
1198.63,7.0898,2.3716,-0.4484,-2.9043,1,0,251,15,3,0.8561,7,3,0,0,0,0.3581,0,0,1,0.8493,0.0,0,USR-0085,Shell Gas,food,"San Francisco, US"
328.95,5.7989,0.1974,-2.3095,1.3566,0,0,79,15,14,0.5482,0,3,0,1,0,0.4563,0,0,1,0.0901,0.1974,1,USR-0026,Amazon,retail,"San Francisco, US"
899.45,6.8029,1.6236,1.626,3.0746,0,0,96,0,11,1.1819,7,0,0,0,0,0.01,0,1,0,0.0162,0.0,1,USR-0063,Uber,gambling,"Austin, US"
1031.83,6.9401,1.9546,2.9351,-3.0591,1,0,26,2,8,1.1374,0,3,0,1,0,0.247,0,0,0,0.4828,1.9546,0,USR-0086,Starbucks,clothing,"Chicago, US"
1239.86,7.1236,2.4746,2.9849,2.7228,1,0,38,11,12,1.3478,2,0,0,1,0,0.3499,1,0,0,0.8659,2.4746,0,USR-0059,Netflix,healthcare,Unknown Location
684.07,6.5295,1.0852,-2.7028,1.772,0,0,161,15,8,1.3256,10,0,0,0,1,0.6145,0,1,1,0.6669,0.0,0,USR-0027,PawnShop Plus,electronics,"Chicago, US"
776.88,6.6566,1.3172,4.6405,1.5001,0,0,92,8,6,0.8639,17,1,0,0,1,0.3156,1,0,0,0.4157,0.0,0,USR-0177,Walmart,food,Unknown Location
1162.88,7.0595,2.2822,-0.2594,2.3483,1,0,32,9,3,1.2422,11,1,0,0,1,0.2509,0,1,1,0.5726,0.0,0,USR-0161,Starbucks,travel,"Seattle, US"
428.08,6.0616,0.4452,-2.104,1.7572,0,0,50,15,8,0.8717,12,4,0,0,1,0.01,1,0,1,0.0045,0.0,0,USR-0098,Target,food,Unknown Location
125.45,4.8398,-0.3114,0.4279,-1.9146,0,0,65,3,4,1.3918,6,0,0,0,0,0.3973,0,0,0,-0.1237,-0.0,0,USR-0105,Netflix,healthcare,"San Francisco, US"
465.09,6.1444,0.5377,-2.2195,1.9277,0,0,57,3,5,1.1271,16,2,0,0,1,0.01,0,1,0,0.0054,0.0,1,USR-0099,McDonald's,travel,"San Francisco, US"
1620.11,7.3909,3.4253,0.7132,-3.2021,1,0,38,0,5,1.8859,0,4,0,1,0,0.1481,0,0,0,0.5073,3.4253,0,USR-0129,Amazon,utilities,"Chicago, US"
1595.89,7.3758,3.3647,5.2598,6.4317,1,0,128,0,12,0.5351,2,2,0,1,0,0.2682,1,1,1,0.9024,3.3647,0,USR-0149,Netflix,electronics,anonymous
399.01,5.9915,0.3725,0.2365,-1.0938,0,0,82,1,6,0.54,6,1,0,0,0,0.2786,0,1,1,0.1038,0.0,0,USR-0055,Uber,electronics,"New York, US"
1804.46,7.4986,3.8862,-1.7226,2.2344,1,0,174,12,3,1.5364,8,1,0,0,0,0.01,0,0,0,0.0389,0.0,1,USR-0006,Walmart,utilities,"Chicago, US"
514.44,6.245,0.6611,-0.8903,0.7869,0,0,97,2,18,1.0341,5,3,0,1,0,0.4049,1,0,0,0.2677,0.6611,0,USR-0197,Uber,clothing,anonymous
251.76,5.5324,0.0044,0.1741,-0.8074,0,0,138,13,15,0.598,3,5,1,1,0,0.2722,0,1,1,0.0012,0.0044,0,USR-0095,Starbucks,crypto,"New York, US"
1010.67,6.9194,1.9017,4.5676,-4.4502,1,0,86,5,3,1.0479,4,6,1,1,0,0.364,0,0,1,0.6922,1.9017,0,USR-0133,Starbucks,retail,"Seattle, US"
87.29,4.4806,-0.4068,-0.6165,2.2495,0,0,164,1,11,1.0097,11,6,1,0,0,0.4571,1,0,0,-0.1859,-0.0,0,USR-0102,Walmart,utilities,anonymous
1525.6,7.3308,3.189,0.0407,4.136,1,0,61,15,11,2.4724,1,1,0,1,0,0.01,1,0,0,0.0319,3.189,0,USR-0003,Shell Gas,healthcare,offshore
459.96,6.1333,0.5249,-0.6206,-2.0335,0,0,175,15,9,1.3771,2,5,1,1,0,0.397,0,0,1,0.2084,0.5249,0,USR-0181,Target,utilities,"Austin, US"
2063.46,7.6326,4.5336,-3.7946,2.4082,1,0,78,15,9,0.5619,7,6,1,0,0,0.3696,0,1,1,1.6756,0.0,0,USR-0023,Target,gambling,"Austin, US"
1262.06,7.1413,2.5302,2.7141,0.5197,1,0,62,11,17,1.4938,7,1,0,0,0,0.4211,1,1,0,1.0655,0.0,0,USR-0053,Starbucks,electronics,offshore
443.83,6.0977,0.4846,3.961,-2.7405,0,0,58,2,3,1.2414,2,4,0,1,0,0.01,0,0,0,0.0048,0.4846,0,USR-0165,Starbucks,retail,"Chicago, US"
519.47,6.2547,0.6737,2.9842,-3.9203,0,0,117,15,32,0.73,13,1,0,0,1,0.99,0,1,0,0.667,0.0,0,USR-0083,Casino Royal,gambling,"Chicago, US"
824.69,6.7162,1.4367,1.6337,-0.0959,0,0,128,3,11,0.7474,9,5,1,0,0,0.7939,0,0,1,1.1406,0.0,1,USR-0145,PawnShop Plus,food,"San Francisco, US"
1566.85,7.3575,3.2921,-5.5285,2.2704,1,0,110,15,21,1.9041,11,1,0,0,1,0.1977,0,1,0,0.6508,0.0,1,USR-0085,Shell Gas,gambling,"Austin, US"
995.44,6.9042,1.8636,-2.4162,0.6352,0,0,30,12,10,0.5894,5,1,0,1,0,0.7005,0,1,1,1.3055,1.8636,0,USR-0078,CryptoBridge,crypto,"Chicago, US"
1132.89,7.0334,2.2072,1.0772,1.3496,1,0,20,15,23,1.4018,12,1,0,0,1,0.8435,1,1,0,1.8618,0.0,0,USR-0110,PawnShop Plus,gambling,Unknown Location
720.12,6.5808,1.1753,2.4694,2.1712,0,0,70,6,3,1.3258,4,0,0,1,0,0.4254,1,0,0,0.5,1.1753,0,USR-0001,Amazon,healthcare,Unknown Location
189.38,5.249,-0.1516,-2.4825,3.3801,0,0,29,5,3,0.5993,6,6,1,0,0,0.1235,1,0,0,-0.0187,-0.0,1,USR-0051,Uber,clothing,offshore
1232.33,7.1175,2.4558,-0.0266,-0.6963,1,0,82,0,11,0.8021,10,0,0,0,1,0.99,0,0,1,2.4312,0.0,1,USR-0173,Unknown Vendor,utilities,"Chicago, US"
612.77,6.4196,0.9069,0.6195,-0.0642,0,0,83,7,5,1.3673,4,0,0,1,0,0.7737,0,1,0,0.7017,0.9069,0,USR-0004,Unknown Vendor,gambling,"New York, US"
174.93,5.1701,-0.1877,2.1592,3.055,0,0,47,9,7,1.5145,5,0,0,1,0,0.5876,1,0,0,-0.1103,-0.1877,0,USR-0190,Casino Royal,utilities,anonymous
765.16,6.6414,1.2879,-0.34,-0.1793,0,0,129,7,19,1.3264,4,1,0,1,0,0.802,0,1,0,1.0329,1.2879,1,USR-0193,CryptoBridge,travel,"Chicago, US"
1011.65,6.9203,1.9041,0.6463,1.0775,1,0,119,10,13,1.2113,6,1,0,0,0,0.5474,1,0,0,1.0423,0.0,1,USR-0113,Shell Gas,utilities,anonymous
192.31,5.2643,-0.1442,0.6132,-0.3224,0,0,110,1,11,0.7392,12,4,0,0,1,0.0768,0,0,0,-0.0111,-0.0,0,USR-0032,Starbucks,clothing,"Chicago, US"
813.6,6.7027,1.409,3.1394,0.4569,0,0,32,12,3,2.3277,4,0,0,1,0,0.8613,1,1,1,1.2136,1.409,0,USR-0034,Wire Transfer Co,electronics,offshore
686.18,6.5326,1.0904,4.0436,1.4522,0,0,99,1,8,1.9627,9,2,0,0,1,0.2175,0,0,0,0.2372,0.0,0,USR-0092,McDonald's,healthcare,"New York, US"
564.71,6.3381,0.7868,-0.7194,1.0456,0,0,61,5,12,0.9588,8,3,0,0,0,0.215,0,0,0,0.1692,0.0,0,USR-0095,Starbucks,healthcare,"San Francisco, US"
2158.31,7.6775,4.7708,-0.296,0.6849,1,0,29,11,4,0.6421,1,1,0,1,0,0.243,0,1,0,1.1593,4.7708,1,USR-0072,Netflix,travel,"Chicago, US"
2347.61,7.7616,5.244,6.5031,3.4473,1,0,108,10,8,3.0888,7,6,1,0,0,0.4578,1,0,0,2.4007,0.0,0,USR-0039,Shell Gas,clothing,anonymous
655.2,6.4865,1.013,0.5615,-4.7756,0,0,143,15,25,0.7586,2,4,0,1,0,0.01,0,0,1,0.0101,1.013,0,USR-0154,Amazon,healthcare,"Austin, US"
1392.28,7.2394,2.8557,1.447,1.4426,1,0,105,5,8,1.814,0,0,0,1,0,0.437,1,0,0,1.2479,2.8557,0,USR-0162,Amazon,food,anonymous
504.41,6.2254,0.636,0.2548,2.5816,0,0,82,13,9,0.8257,10,3,0,0,1,0.1027,0,1,1,0.0653,0.0,0,USR-0182,McDonald's,electronics,"Chicago, US"
671.03,6.5103,1.0526,-7.3116,1.5504,0,0,135,15,9,1.155,3,4,0,1,0,0.9542,0,0,1,1.0044,1.0526,1,USR-0118,Unknown Vendor,healthcare,"Chicago, US"
542.08,6.2973,0.7302,2.1524,-0.4398,0,0,24,14,8,0.8913,4,0,0,1,0,0.5791,0,0,0,0.4229,0.7302,0,USR-0003,PawnShop Plus,utilities,"Austin, US"
119.02,4.7877,-0.3274,-1.8195,1.0831,0,0,106,6,9,2.1691,2,0,0,1,0,0.6379,0,1,1,-0.2088,-0.3274,1,USR-0123,Wire Transfer Co,crypto,"Seattle, US"
1289.18,7.1625,2.598,3.9598,-2.6149,1,0,192,12,20,2.5911,4,3,0,1,0,0.448,1,0,0,1.1639,2.598,0,USR-0050,Walmart,utilities,Unknown Location
1891.54,7.5457,4.1038,3.2385,1.7405,1,0,163,7,16,0.6318,9,4,0,0,1,0.2732,0,1,1,1.1212,0.0,0,USR-0012,Starbucks,crypto,"San Francisco, US"
1175.56,7.0704,2.3139,3.3652,-4.9458,1,0,61,6,11,0.8573,2,1,0,1,0,0.01,0,0,0,0.0231,2.3139,0,USR-0193,Walmart,utilities,"New York, US"
581.44,6.3672,0.8286,-1.7333,-1.2374,0,0,197,15,11,0.7689,11,5,1,0,0,0.235,0,1,0,0.1947,0.0,1,USR-0054,Starbucks,gambling,"San Francisco, US"
777.79,6.6577,1.3195,2.321,-1.1511,0,0,72,2,22,0.9578,11,1,0,0,1,0.2073,1,1,1,0.2735,0.0,0,USR-0133,Target,electronics,offshore
715.87,6.5749,1.1647,-3.04,0.19,0,0,129,0,24,1.2225,6,0,0,0,0,0.4458,1,0,0,0.5192,0.0,1,USR-0057,Target,clothing,offshore
